time_stamp,elapsed_time,tempC_probe,tempF_probe,tempC_amb,tempF_amb,tempC_humidity
['07/24/19 20:58:10',1.879,-2.375,27.725,1,33.8, 28.0]
['07/24/19 20:58:20',11.959,-2.375,27.8384,1,33.8, 28.0]
['07/24/19 20:58:30',22.039,-2.375,27.725,1,33.8, 28.0]
['07/24/19 20:58:40',32.119,-2.375,27.8384,1,33.8, 28.0]
