['07/16/19 17:05:11', 1.7521538734436035, 19.875, 67.775]
['07/16/19 17:05:21', 11.752080917358398, 19.875, 67.775]
['07/16/19 17:05:31', 21.752042055130005, 19.875, 67.775]
['07/16/19 17:05:41', 31.751988887786865, 19.875, 67.775]
['07/16/19 17:05:51', 41.75359487533569, 19.875, 67.66159999999999]
['07/16/19 17:06:01', 51.75227189064026, 19.812, 67.66159999999999]
['07/16/19 17:06:11', 61.752009868621826, 19.75, 67.55000000000001]
['07/16/19 17:06:21', 71.75360989570618, 19.687, 67.4366]
['07/16/19 17:06:31', 81.75203704833984, 19.625, 67.325]
['07/16/19 17:06:41', 91.75200390815735, 19.562, 67.2116]
['07/16/19 17:06:51', 101.75209903717041, 19.5, 67.1]
['07/16/19 17:07:01', 111.83208894729614, 19.5, 67.1]
['07/16/19 17:07:11', 121.83199787139893, 19.437, 66.98660000000001]
['07/16/19 17:07:21', 131.83208990097046, 19.375, 66.98660000000001]
['07/16/19 17:07:31', 141.83206987380981, 19.312, 66.875]
['07/16/19 17:07:41', 151.83207201957703, 19.312, 66.7616]
['07/16/19 17:07:51', 161.83360695838928, 19.25, 66.65]
['07/16/19 17:08:01', 171.8322389125824, 19.187, 66.65]
['07/16/19 17:08:11', 181.8320279121399, 19.125, 66.42500000000001]
['07/16/19 17:08:21', 191.8320770263672, 19.062, 66.3116]
['07/16/19 17:08:31', 201.83203601837158, 19.0, 66.2]
['07/16/19 17:08:41', 211.83200001716614, 18.937, 66.0866]
['07/16/19 17:08:51', 221.83207392692566, 18.875, 65.975]
['07/16/19 17:09:01', 231.83209991455078, 18.812, 65.86160000000001]
['07/16/19 17:09:11', 241.83202600479126, 18.687, 65.6366]
['07/16/19 17:09:21', 251.83360600471497, 18.625, 65.525]
['07/16/19 17:09:31', 261.8320209980011, 18.562, 65.41159999999999]
['07/16/19 17:09:41', 271.83202385902405, 18.5, 65.1866]
['07/16/19 17:09:51', 281.83369994163513, 18.375, 65.1866]
['07/16/19 17:10:01', 291.83208084106445, 18.312, 64.9616]
['07/16/19 17:10:11', 301.8337700366974, 18.25, 64.85]
['07/16/19 17:10:21', 311.83224081993103, 18.125, 64.73660000000001]
['07/16/19 17:10:31', 321.83258295059204, 18.062, 64.5116]
['07/16/19 17:10:41', 331.8322470188141, 18.0, 64.4]
['07/16/19 17:10:51', 341.83261585235596, 17.937, 64.28659999999999]
['07/16/19 17:11:01', 351.83225083351135, 17.812, 64.0616]
['07/16/19 17:11:11', 361.832083940506, 17.75, 63.95]
['07/16/19 17:11:21', 371.8320748806, 17.625, 63.836600000000004]
['07/16/19 17:11:31', 381.83242201805115, 17.625, 63.725]
['07/16/19 17:11:41', 391.83212089538574, 17.5, 63.6116]
['07/16/19 17:11:51', 401.83207297325134, 17.437, 63.3866]
['07/16/19 17:12:01', 411.8322558403015, 17.375, 63.275000000000006]
['07/16/19 17:12:11', 421.8320999145508, 17.25, 63.16160000000001]
['07/16/19 17:12:21', 431.83264899253845, 17.187, 62.9366]
['07/16/19 17:12:31', 441.83203387260437, 17.125, 62.825]
['07/16/19 17:12:41', 451.83206391334534, 17.0, 62.711600000000004]
['07/16/19 17:12:51', 461.8320858478546, 16.937, 62.4866]
['07/16/19 17:13:01', 471.8330948352814, 16.875, 62.375]
['07/16/19 17:13:11', 481.832062959671, 16.75, 62.2616]
['07/16/19 17:13:21', 491.83207988739014, 16.687, 62.03660000000001]
['07/16/19 17:13:31', 501.832083940506, 16.625, 61.925]
['07/16/19 17:13:41', 511.8320758342743, 16.562, 61.8116]
