['07/16/19 18:30:06', 1781.9732599258423, 25.562, 78.0116]
['07/16/19 18:30:16', 1791.973309993744, 25.437, 77.78659999999999]
['07/16/19 18:30:26', 1801.9733579158783, 25.375, 77.67500000000001]
['07/16/19 18:30:36', 1811.9732720851898, 25.25, 77.45]
['07/16/19 18:30:46', 1821.9732820987701, 25.125, 77.225]
['07/16/19 18:30:56', 1831.9733629226685, 25.062, 77.11160000000001]
['07/16/19 18:31:06', 1841.9732699394226, 24.937, 76.8866]
['07/16/19 18:31:16', 1851.973284959793, 24.812, 76.66159999999999]
['07/16/19 18:31:26', 1862.0533690452576, 24.687, 76.4366]
['07/16/19 18:31:36', 1872.0532829761505, 24.625, 76.325]
['07/16/19 18:31:46', 1882.0532739162445, 24.5, 76.1]
['07/16/19 18:31:56', 1892.0533609390259, 24.437, 75.875]
['07/16/19 18:32:06', 1902.0532701015472, 24.312, 75.7616]
['07/16/19 18:32:16', 1912.0532970428467, 24.187, 75.53659999999999]
['07/16/19 18:32:27', 1922.93439412117, 24.062, 75.42500000000001]
['07/16/19 18:32:36', 1932.0532629489899, 24.0, 75.2]
['07/16/19 18:32:46', 1942.053295135498, 23.875, 74.975]
['07/16/19 18:32:56', 1952.0533571243286, 23.75, 74.86160000000001]
['07/16/19 18:33:06', 1962.0533039569855, 23.687, 74.6366]
['07/16/19 18:33:16', 1972.0533270835876, 23.562, 74.41159999999999]
['07/16/19 18:33:26', 1982.053375005722, 23.437, 74.30000000000001]
['07/16/19 18:33:36', 1992.0532670021057, 23.375, 74.075]
['07/16/19 18:33:46', 2002.053354024887, 23.25, 73.85]
['07/16/19 18:33:56', 2012.0543789863586, 23.187, 73.73660000000001]
['07/16/19 18:34:06', 2022.0533030033112, 23.062, 73.5116]
['07/16/19 18:34:16', 2032.0533559322357, 22.937, 73.28659999999999]
['07/16/19 18:34:26', 2042.05437707901, 22.875, 73.17500000000001]
['07/16/19 18:34:36', 2052.053265094757, 22.75, 72.95]
['07/16/19 18:34:46', 2062.0533571243286, 22.625, 72.8366]
['07/16/19 18:34:56', 2072.053358078003, 22.562, 72.61160000000001]
['07/16/19 18:35:06', 2082.053251028061, 22.437, 72.3866]
['07/16/19 18:35:16', 2092.05437207222, 22.312, 72.16159999999999]
['07/16/19 18:35:26', 2102.053400039673, 22.25, 72.05000000000001]
['07/16/19 18:35:36', 2112.053316116333, 22.125, 71.825]
['07/16/19 18:35:46', 2122.0534720420837, 22.0, 71.7116]
['07/16/19 18:35:56', 2132.134374141693, 21.937, 71.48660000000001]
['07/16/19 18:36:06', 2142.053297996521, 21.812, 71.2616]
['07/16/19 18:36:16', 2152.0533571243286, 21.75, 71.15]
['07/16/19 18:36:26', 2162.05437707901, 21.625, 70.92500000000001]
